Version #9: 8/7/2020,,,,,,,,,,,,,,,,,,
"Description: Counties with accessible data (denoted with ""X"") from the datasets listed in the column headings",,,,,,,,,,,,,,,,,,
County id,County,State,Country,JHU,NYT: Case Counts,University of Washington,US Census Bureau: Demographic Estimates,Corona Data Scraper,Google,Apple,IBM Weather,NYT: All Cause Mortality,PlaceIQ,US Bureau of Labor Statistics,Realtor.com,Bureau of Economic Analysis,Opportunity Insights,US CDC: Select Demographic Characteristics
Screven_Georgia_UnitedStates,Screven,Georgia,United States,X,X,,X,X,X,,X,,X,X,,X,X,X
Seminole_Georgia_UnitedStates,Seminole,Georgia,United States,X,X,,X,X,X,,X,,,X,,X,X,X
Spalding_Georgia_UnitedStates,Spalding,Georgia,United States,X,X,,X,X,X,X,X,,X,X,X,X,X,X
Stephens_Georgia_UnitedStates,Stephens,Georgia,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Stewart_Georgia_UnitedStates,Stewart,Georgia,United States,X,X,,X,X,,,X,,,X,,X,X,X
Sumter_Georgia_UnitedStates,Sumter,Georgia,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Talbot_Georgia_UnitedStates,Talbot,Georgia,United States,X,X,,X,X,X,,X,,,X,,X,X,X
Taliaferro_Georgia_UnitedStates,Taliaferro,Georgia,United States,X,X,,X,X,,,X,,,X,,X,X,X
Tattnall_Georgia_UnitedStates,Tattnall,Georgia,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Taylor_Georgia_UnitedStates,Taylor,Georgia,United States,X,X,,X,X,X,,X,,,X,,X,X,X
Telfair_Georgia_UnitedStates,Telfair,Georgia,United States,X,X,,X,X,X,,X,,,X,,X,X,X
Terrell_Georgia_UnitedStates,Terrell,Georgia,United States,X,X,,X,X,X,,X,,,X,,X,X,X
Thomas_Georgia_UnitedStates,Thomas,Georgia,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Tift_Georgia_UnitedStates,Tift,Georgia,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Toombs_Georgia_UnitedStates,Toombs,Georgia,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Towns_Georgia_UnitedStates,Towns,Georgia,United States,X,X,,X,X,X,,X,,,X,,X,X,X
Treutlen_Georgia_UnitedStates,Treutlen,Georgia,United States,X,X,,X,X,X,,X,,,X,,X,X,X
Troup_Georgia_UnitedStates,Troup,Georgia,United States,X,X,,X,X,X,X,X,,X,X,X,X,X,X
Turner_Georgia_UnitedStates,Turner,Georgia,United States,X,X,,X,X,X,X,X,,,X,,X,X,X
Twiggs_Georgia_UnitedStates,Twiggs,Georgia,United States,X,X,,X,X,X,X,X,,,X,,X,X,X
Union_Georgia_UnitedStates,Union,Georgia,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Upson_Georgia_UnitedStates,Upson,Georgia,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Walker_Georgia_UnitedStates,Walker,Georgia,United States,X,X,,X,X,X,X,X,,X,X,X,X,X,X
Walton_Georgia_UnitedStates,Walton,Georgia,United States,X,X,,X,X,X,X,X,,X,X,X,X,X,X
Ware_Georgia_UnitedStates,Ware,Georgia,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Warren_Georgia_UnitedStates,Warren,Georgia,United States,X,X,,X,X,X,,X,,,X,,X,X,X
Washington_Georgia_UnitedStates,Washington,Georgia,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Wayne_Georgia_UnitedStates,Wayne,Georgia,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Webster_Georgia_UnitedStates,Webster,Georgia,United States,X,X,,X,X,,,X,,,X,,X,X,X
Wheeler_Georgia_UnitedStates,Wheeler,Georgia,United States,X,X,,X,X,,,X,,,X,,X,X,X
White_Georgia_UnitedStates,White,Georgia,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Whitfield_Georgia_UnitedStates,Whitfield,Georgia,United States,X,X,,X,X,X,X,X,,X,X,X,X,X,X
Wilcox_Georgia_UnitedStates,Wilcox,Georgia,United States,X,X,,X,X,X,,X,,,X,,X,X,X
Wilkes_Georgia_UnitedStates,Wilkes,Georgia,United States,X,X,,X,X,X,,X,,,X,,X,X,X
Wilkinson_Georgia_UnitedStates,Wilkinson,Georgia,United States,X,X,,X,X,X,,X,,,X,,X,X,X
Worth_Georgia_UnitedStates,Worth,Georgia,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Hawaii_Hawaii_UnitedStates,Hawaii,Hawaii,United States,X,X,,X,X,X,X,X,,X,X,X,X,X,X
Honolulu_Hawaii_UnitedStates,Honolulu,Hawaii,United States,X,X,,X,X,X,X,X,,X,X,X,X,X,X
Kalawao_Hawaii_UnitedStates,Kalawao,Hawaii,United States,X,,,X,,,,,,,,,,,X
Kauai_Hawaii_UnitedStates,Kauai,Hawaii,United States,X,X,,X,X,X,X,X,,X,X,X,X,X,X
Maui_Hawaii_UnitedStates,Maui,Hawaii,United States,X,X,,X,X,X,X,X,,X,X,X,,X,X
Ada_Idaho_UnitedStates,Ada,Idaho,United States,X,X,,X,X,X,X,X,,X,X,X,X,X,X
Adams_Idaho_UnitedStates,Adams,Idaho,United States,X,X,,X,X,,,X,,,X,,X,X,X
Bannock_Idaho_UnitedStates,Bannock,Idaho,United States,X,X,,X,X,X,X,X,,X,X,X,X,X,X
BearLake_Idaho_UnitedStates,Bear Lake,Idaho,United States,X,,,X,,X,,X,,,X,,X,X,X
Benewah_Idaho_UnitedStates,Benewah,Idaho,United States,X,X,,X,X,X,,X,,,X,,X,X,X
Bingham_Idaho_UnitedStates,Bingham,Idaho,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Blaine_Idaho_UnitedStates,Blaine,Idaho,United States,X,X,,X,X,X,X,X,,,X,,X,X,X
Boise_Idaho_UnitedStates,Boise,Idaho,United States,X,,,X,,X,X,,,,X,,X,X,X
Bonner_Idaho_UnitedStates,Bonner,Idaho,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Bonneville_Idaho_UnitedStates,Bonneville,Idaho,United States,X,X,,X,X,X,X,X,,X,X,X,X,X,X
Boundary_Idaho_UnitedStates,Boundary,Idaho,United States,X,X,,X,X,X,,X,,,X,,X,X,X
Butte_Idaho_UnitedStates,Butte,Idaho,United States,X,,,X,,,,X,,,X,,X,X,X
Camas_Idaho_UnitedStates,Camas,Idaho,United States,X,X,,X,X,,,X,,,X,,X,X,X
Canyon_Idaho_UnitedStates,Canyon,Idaho,United States,X,X,,X,X,X,X,X,,X,X,X,X,X,X
Caribou_Idaho_UnitedStates,Caribou,Idaho,United States,X,X,,X,X,X,,X,,,X,,X,X,X
Cassia_Idaho_UnitedStates,Cassia,Idaho,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Clark_Idaho_UnitedStates,Clark,Idaho,United States,X,,,X,,,,,,,X,,X,,X
Clearwater_Idaho_UnitedStates,Clearwater,Idaho,United States,X,,,X,,X,,,,,X,,X,X,X
Custer_Idaho_UnitedStates,Custer,Idaho,United States,X,X,,X,X,,,X,,,X,,X,X,X
Elmore_Idaho_UnitedStates,Elmore,Idaho,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Franklin_Idaho_UnitedStates,Franklin,Idaho,United States,X,X,,X,,X,,X,,,X,,X,X,X
Fremont_Idaho_UnitedStates,Fremont,Idaho,United States,X,X,,X,X,X,,X,,,X,,X,X,X
Gem_Idaho_UnitedStates,Gem,Idaho,United States,X,X,,X,X,X,,X,,X,X,,X,X,X
Gooding_Idaho_UnitedStates,Gooding,Idaho,United States,X,X,,X,X,X,,X,,,X,,X,X,X
Idaho_Idaho_UnitedStates,Idaho,Idaho,United States,X,X,,X,X,X,,X,,,X,,X,X,X
Jefferson_Idaho_UnitedStates,Jefferson,Idaho,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Jerome_Idaho_UnitedStates,Jerome,Idaho,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Kootenai_Idaho_UnitedStates,Kootenai,Idaho,United States,X,X,,X,X,X,X,X,,X,X,X,X,X,X
Latah_Idaho_UnitedStates,Latah,Idaho,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Lemhi_Idaho_UnitedStates,Lemhi,Idaho,United States,X,X,,X,X,X,,X,,,X,,X,X,X
Lewis_Idaho_UnitedStates,Lewis,Idaho,United States,X,X,,X,X,,,X,,,X,,X,X,X
Lincoln_Idaho_UnitedStates,Lincoln,Idaho,United States,X,X,,X,X,X,,X,,,X,,X,X,X
Madison_Idaho_UnitedStates,Madison,Idaho,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Minidoka_Idaho_UnitedStates,Minidoka,Idaho,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
NezPerce_Idaho_UnitedStates,Nez Perce,Idaho,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Oneida_Idaho_UnitedStates,Oneida,Idaho,United States,X,,,X,,X,,X,,,X,,X,X,X
Owyhee_Idaho_UnitedStates,Owyhee,Idaho,United States,X,X,,X,X,X,,X,,,X,,X,X,X
Payette_Idaho_UnitedStates,Payette,Idaho,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Power_Idaho_UnitedStates,Power,Idaho,United States,X,X,,X,X,X,,X,,,X,,X,X,X
Shoshone_Idaho_UnitedStates,Shoshone,Idaho,United States,X,,,X,,X,,X,,,X,,X,X,X
Teton_Idaho_UnitedStates,Teton,Idaho,United States,X,X,,X,X,X,,X,,,X,,X,X,X
TwinFalls_Idaho_UnitedStates,Twin Falls,Idaho,United States,X,X,,X,X,X,X,X,,X,X,X,X,X,X
Valley_Idaho_UnitedStates,Valley,Idaho,United States,X,X,,X,X,X,,X,,,X,,X,X,X
Washington_Idaho_UnitedStates,Washington,Idaho,United States,X,X,,X,X,X,,X,,,X,,X,X,X
Adams_Illinois_UnitedStates,Adams,Illinois,United States,X,X,,X,X,X,X,X,,X,X,X,X,X,X
Alexander_Illinois_UnitedStates,Alexander,Illinois,United States,X,X,,X,X,X,,X,,,X,,X,X,X
Bond_Illinois_UnitedStates,Bond,Illinois,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Boone_Illinois_UnitedStates,Boone,Illinois,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Brown_Illinois_UnitedStates,Brown,Illinois,United States,X,X,,X,X,,,X,,,X,,X,X,X
Bureau_Illinois_UnitedStates,Bureau,Illinois,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Calhoun_Illinois_UnitedStates,Calhoun,Illinois,United States,X,X,,X,X,,,X,,,X,,X,X,X
Carroll_Illinois_UnitedStates,Carroll,Illinois,United States,X,X,,X,X,X,,X,,X,X,,X,X,X
Cass_Illinois_UnitedStates,Cass,Illinois,United States,X,X,,X,X,X,,X,,X,X,,X,X,X
Champaign_Illinois_UnitedStates,Champaign,Illinois,United States,X,X,,X,X,X,X,X,,X,X,X,X,X,X
Christian_Illinois_UnitedStates,Christian,Illinois,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Clark_Illinois_UnitedStates,Clark,Illinois,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Clay_Illinois_UnitedStates,Clay,Illinois,United States,X,X,,X,X,X,,X,,X,X,,X,X,X
Clinton_Illinois_UnitedStates,Clinton,Illinois,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Coles_Illinois_UnitedStates,Coles,Illinois,United States,X,X,,X,X,X,X,X,,X,X,X,X,X,X
Cook_Illinois_UnitedStates,Cook,Illinois,United States,X,X,,X,X,X,X,X,,X,X,X,X,X,X
Crawford_Illinois_UnitedStates,Crawford,Illinois,United States,X,X,,X,X,X,,X,,X,X,,X,X,X
Cumberland_Illinois_UnitedStates,Cumberland,Illinois,United States,X,X,,X,X,X,X,X,,,X,,X,X,X
DeKalb_Illinois_UnitedStates,DeKalb,Illinois,United States,X,X,,X,X,X,X,X,,X,X,X,X,X,X
DeWitt_Illinois_UnitedStates,De Witt,Illinois,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Douglas_Illinois_UnitedStates,Douglas,Illinois,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
DuPage_Illinois_UnitedStates,DuPage,Illinois,United States,X,X,,X,X,X,X,X,,X,X,X,X,X,X
Edgar_Illinois_UnitedStates,Edgar,Illinois,United States,X,X,,X,X,X,,X,,X,X,,X,X,X
Edwards_Illinois_UnitedStates,Edwards,Illinois,United States,X,X,,X,X,X,,X,,,X,,X,X,X
Effingham_Illinois_UnitedStates,Effingham,Illinois,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Fayette_Illinois_UnitedStates,Fayette,Illinois,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Ford_Illinois_UnitedStates,Ford,Illinois,United States,X,X,,X,X,X,,X,,X,X,,X,X,X
Franklin_Illinois_UnitedStates,Franklin,Illinois,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Fulton_Illinois_UnitedStates,Fulton,Illinois,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Gallatin_Illinois_UnitedStates,Gallatin,Illinois,United States,X,X,,X,X,X,,X,,,X,,X,X,X
Greene_Illinois_UnitedStates,Greene,Illinois,United States,X,X,,X,X,X,,X,,,X,,X,X,X
Grundy_Illinois_UnitedStates,Grundy,Illinois,United States,X,X,,X,X,X,X,X,,X,X,X,X,X,X
Hamilton_Illinois_UnitedStates,Hamilton,Illinois,United States,X,X,,X,X,X,,X,,,X,,X,X,X
Hancock_Illinois_UnitedStates,Hancock,Illinois,United States,X,X,,X,X,X,,X,,X,X,,X,X,X
Hardin_Illinois_UnitedStates,Hardin,Illinois,United States,X,X,,X,X,,,X,,,X,,X,X,X
Henderson_Illinois_UnitedStates,Henderson,Illinois,United States,X,X,,X,X,X,,X,,,X,,X,X,X
Henry_Illinois_UnitedStates,Henry,Illinois,United States,X,X,,X,X,X,X,X,,X,X,X,X,X,X
Iroquois_Illinois_UnitedStates,Iroquois,Illinois,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Jackson_Illinois_UnitedStates,Jackson,Illinois,United States,X,X,,X,X,X,X,X,,X,X,X,X,X,X
Jasper_Illinois_UnitedStates,Jasper,Illinois,United States,X,X,,X,X,X,,X,,,X,,X,X,X
Jefferson_Illinois_UnitedStates,Jefferson,Illinois,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Jersey_Illinois_UnitedStates,Jersey,Illinois,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
JoDaviess_Illinois_UnitedStates,Jo Daviess,Illinois,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Johnson_Illinois_UnitedStates,Johnson,Illinois,United States,X,X,,X,X,X,,X,,,X,,X,X,X
Kane_Illinois_UnitedStates,Kane,Illinois,United States,X,X,,X,X,X,X,X,,X,X,X,X,X,X
Kankakee_Illinois_UnitedStates,Kankakee,Illinois,United States,X,X,,X,X,X,X,X,,X,X,X,X,X,X
Kendall_Illinois_UnitedStates,Kendall,Illinois,United States,X,X,,X,X,X,X,X,,X,X,X,X,X,X
Knox_Illinois_UnitedStates,Knox,Illinois,United States,X,X,,X,X,X,X,X,,X,X,X,X,X,X
Lake_Illinois_UnitedStates,Lake,Illinois,United States,X,X,,X,X,X,X,X,,X,X,X,X,X,X
LaSalle_Illinois_UnitedStates,LaSalle,Illinois,United States,X,X,,X,X,X,X,X,,X,X,X,X,X,X
Lawrence_Illinois_UnitedStates,Lawrence,Illinois,United States,X,X,,X,X,X,,X,,,X,,X,X,X
Lee_Illinois_UnitedStates,Lee,Illinois,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Livingston_Illinois_UnitedStates,Livingston,Illinois,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Logan_Illinois_UnitedStates,Logan,Illinois,United States,X,X,,X,X,X,X,X,,,X,,X,X,X
McDonough_Illinois_UnitedStates,McDonough,Illinois,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
McHenry_Illinois_UnitedStates,McHenry,Illinois,United States,X,X,,X,X,X,X,X,,X,X,X,X,X,X
McLean_Illinois_UnitedStates,McLean,Illinois,United States,X,X,,X,X,X,X,X,,X,X,X,X,X,X
Macon_Illinois_UnitedStates,Macon,Illinois,United States,X,X,,X,X,X,X,X,,X,X,X,X,X,X
Macoupin_Illinois_UnitedStates,Macoupin,Illinois,United States,X,X,,X,X,X,X,X,,X,X,X,X,X,X
Madison_Illinois_UnitedStates,Madison,Illinois,United States,X,X,,X,X,X,X,X,,X,X,X,X,X,X
Marion_Illinois_UnitedStates,Marion,Illinois,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Marshall_Illinois_UnitedStates,Marshall,Illinois,United States,X,X,,X,X,X,,X,,,X,,X,X,X
Mason_Illinois_UnitedStates,Mason,Illinois,United States,X,X,,X,X,X,,X,,X,X,,X,X,X
Massac_Illinois_UnitedStates,Massac,Illinois,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Menard_Illinois_UnitedStates,Menard,Illinois,United States,X,X,,X,X,X,,X,,,X,,X,X,X
Mercer_Illinois_UnitedStates,Mercer,Illinois,United States,X,X,,X,X,X,,X,,X,X,,X,X,X
Monroe_Illinois_UnitedStates,Monroe,Illinois,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Montgomery_Illinois_UnitedStates,Montgomery,Illinois,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Morgan_Illinois_UnitedStates,Morgan,Illinois,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Moultrie_Illinois_UnitedStates,Moultrie,Illinois,United States,X,X,,X,X,X,,X,,X,X,,X,X,X
Ogle_Illinois_UnitedStates,Ogle,Illinois,United States,X,X,,X,X,X,X,X,,X,X,X,X,X,X
Peoria_Illinois_UnitedStates,Peoria,Illinois,United States,X,X,,X,X,X,X,X,,X,X,X,X,X,X
Perry_Illinois_UnitedStates,Perry,Illinois,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Piatt_Illinois_UnitedStates,Piatt,Illinois,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Pike_Illinois_UnitedStates,Pike,Illinois,United States,X,X,,X,X,X,X,X,,,X,,X,X,X
Pope_Illinois_UnitedStates,Pope,Illinois,United States,X,X,,X,X,,,X,,,X,,X,X,X
Pulaski_Illinois_UnitedStates,Pulaski,Illinois,United States,X,X,,X,X,X,,X,,,X,,X,X,X
Putnam_Illinois_UnitedStates,Putnam,Illinois,United States,X,X,,X,X,X,,X,,,X,,X,X,X
Randolph_Illinois_UnitedStates,Randolph,Illinois,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Richland_Illinois_UnitedStates,Richland,Illinois,United States,X,X,,X,X,X,,X,,X,X,,X,X,X
RockIsland_Illinois_UnitedStates,Rock Island,Illinois,United States,X,X,,X,X,X,X,X,,X,X,X,X,X,X
St.Clair_Illinois_UnitedStates,St. Clair,Illinois,United States,X,,,X,X,X,X,X,,,,,,,
Saline_Illinois_UnitedStates,Saline,Illinois,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Sangamon_Illinois_UnitedStates,Sangamon,Illinois,United States,X,X,,X,X,X,X,X,,X,X,X,X,X,X
Schuyler_Illinois_UnitedStates,Schuyler,Illinois,United States,X,X,,X,X,X,,X,,,X,,X,X,X
Scott_Illinois_UnitedStates,Scott,Illinois,United States,X,,,X,X,X,,X,,,X,,X,X,X
Shelby_Illinois_UnitedStates,Shelby,Illinois,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Stark_Illinois_UnitedStates,Stark,Illinois,United States,X,X,,X,X,X,,X,,,X,,X,X,X
Stephenson_Illinois_UnitedStates,Stephenson,Illinois,United States,X,X,,X,X,X,X,X,,,X,X,X,X,X
Tazewell_Illinois_UnitedStates,Tazewell,Illinois,United States,X,X,,X,X,X,X,X,,X,X,X,X,X,X
Union_Illinois_UnitedStates,Union,Illinois,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Vermilion_Illinois_UnitedStates,Vermilion,Illinois,United States,X,X,,X,X,X,X,X,,X,X,X,X,X,X
Wabash_Illinois_UnitedStates,Wabash,Illinois,United States,X,X,,X,X,X,,X,,,X,,X,X,X
Warren_Illinois_UnitedStates,Warren,Illinois,United States,X,X,,X,X,X,,X,,,X,,X,X,X
Washington_Illinois_UnitedStates,Washington,Illinois,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Wayne_Illinois_UnitedStates,Wayne,Illinois,United States,X,X,,X,X,X,,X,,X,X,,X,X,X
White_Illinois_UnitedStates,White,Illinois,United States,X,X,,X,X,X,,X,,X,X,,X,X,X
Whiteside_Illinois_UnitedStates,Whiteside,Illinois,United States,X,X,,X,X,X,X,X,,X,X,X,X,X,X
Will_Illinois_UnitedStates,Will,Illinois,United States,X,X,,X,X,X,X,X,,X,X,X,X,X,X
Williamson_Illinois_UnitedStates,Williamson,Illinois,United States,X,X,,X,X,X,X,X,,X,X,X,X,X,X
Winnebago_Illinois_UnitedStates,Winnebago,Illinois,United States,X,X,,X,X,X,X,X,,X,X,X,X,X,X
Woodford_Illinois_UnitedStates,Woodford,Illinois,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Adams_Indiana_UnitedStates,Adams,Indiana,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Allen_Indiana_UnitedStates,Allen,Indiana,United States,X,X,,X,X,X,X,X,,X,X,X,X,X,X
Bartholomew_Indiana_UnitedStates,Bartholomew,Indiana,United States,X,X,,X,X,X,X,X,,X,X,X,X,X,X
Benton_Indiana_UnitedStates,Benton,Indiana,United States,X,X,,X,X,X,,X,,,X,,X,X,X
Blackford_Indiana_UnitedStates,Blackford,Indiana,United States,X,X,,X,X,X,,X,,,X,,X,X,X
Boone_Indiana_UnitedStates,Boone,Indiana,United States,X,X,,X,X,X,X,X,,X,X,X,X,X,X
Brown_Indiana_UnitedStates,Brown,Indiana,United States,X,X,,X,X,X,X,X,,,X,,X,X,X
Carroll_Indiana_UnitedStates,Carroll,Indiana,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Cass_Indiana_UnitedStates,Cass,Indiana,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Clark_Indiana_UnitedStates,Clark,Indiana,United States,X,X,,X,X,X,X,X,,X,X,X,X,X,X
Clay_Indiana_UnitedStates,Clay,Indiana,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Clinton_Indiana_UnitedStates,Clinton,Indiana,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Crawford_Indiana_UnitedStates,Crawford,Indiana,United States,X,X,,X,X,X,,X,,,X,,X,X,X
Daviess_Indiana_UnitedStates,Daviess,Indiana,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Dearborn_Indiana_UnitedStates,Dearborn,Indiana,United States,X,X,,X,X,X,X,X,,X,X,X,X,X,X
Decatur_Indiana_UnitedStates,Decatur,Indiana,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
DeKalb_Indiana_UnitedStates,DeKalb,Indiana,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Delaware_Indiana_UnitedStates,Delaware,Indiana,United States,X,X,,X,X,X,X,X,,X,X,X,X,X,X
Dubois_Indiana_UnitedStates,Dubois,Indiana,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Elkhart_Indiana_UnitedStates,Elkhart,Indiana,United States,X,X,,X,X,X,X,X,,X,X,X,X,X,X
Fayette_Indiana_UnitedStates,Fayette,Indiana,United States,X,X,,X,X,X,,X,,X,X,,X,X,X
Floyd_Indiana_UnitedStates,Floyd,Indiana,United States,X,X,,X,X,X,X,X,,X,X,X,X,X,X
Fountain_Indiana_UnitedStates,Fountain,Indiana,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Franklin_Indiana_UnitedStates,Franklin,Indiana,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Fulton_Indiana_UnitedStates,Fulton,Indiana,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Gibson_Indiana_UnitedStates,Gibson,Indiana,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Grant_Indiana_UnitedStates,Grant,Indiana,United States,X,X,,X,X,X,X,X,,X,X,X,X,X,X
Greene_Indiana_UnitedStates,Greene,Indiana,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Hamilton_Indiana_UnitedStates,Hamilton,Indiana,United States,X,X,,X,X,X,X,X,,X,X,X,X,X,X
Hancock_Indiana_UnitedStates,Hancock,Indiana,United States,X,X,,X,X,X,X,X,,X,X,X,X,X,X
Harrison_Indiana_UnitedStates,Harrison,Indiana,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Hendricks_Indiana_UnitedStates,Hendricks,Indiana,United States,X,X,,X,X,X,X,X,,X,X,X,X,X,X
Henry_Indiana_UnitedStates,Henry,Indiana,United States,X,X,,X,X,X,X,X,,X,X,X,X,X,X
Howard_Indiana_UnitedStates,Howard,Indiana,United States,X,X,,X,X,X,X,X,,X,X,X,X,X,X
Huntington_Indiana_UnitedStates,Huntington,Indiana,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Jackson_Indiana_UnitedStates,Jackson,Indiana,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Jasper_Indiana_UnitedStates,Jasper,Indiana,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Jay_Indiana_UnitedStates,Jay,Indiana,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Jefferson_Indiana_UnitedStates,Jefferson,Indiana,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Jennings_Indiana_UnitedStates,Jennings,Indiana,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Johnson_Indiana_UnitedStates,Johnson,Indiana,United States,X,X,,X,X,X,X,X,,X,X,X,X,X,X
Knox_Indiana_UnitedStates,Knox,Indiana,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Kosciusko_Indiana_UnitedStates,Kosciusko,Indiana,United States,X,X,,X,X,X,X,X,,X,X,X,X,X,X
LaGrange_Indiana_UnitedStates,LaGrange,Indiana,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Lake_Indiana_UnitedStates,Lake,Indiana,United States,X,X,,X,X,X,X,X,,X,X,X,X,X,X
LaPorte_Indiana_UnitedStates,LaPorte,Indiana,United States,X,X,,X,X,X,X,X,,X,X,X,X,X,X
Lawrence_Indiana_UnitedStates,Lawrence,Indiana,United States,X,X,,X,X,X,X,X,,X,X,X,X,X,X
Madison_Indiana_UnitedStates,Madison,Indiana,United States,X,X,,X,X,X,X,X,,X,X,X,X,X,X
Marion_Indiana_UnitedStates,Marion,Indiana,United States,X,X,,X,X,X,X,X,,X,X,X,X,X,X
Marshall_Indiana_UnitedStates,Marshall,Indiana,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Martin_Indiana_UnitedStates,Martin,Indiana,United States,X,X,,X,X,X,,X,,,X,,X,X,X
Miami_Indiana_UnitedStates,Miami,Indiana,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Monroe_Indiana_UnitedStates,Monroe,Indiana,United States,X,X,,X,X,X,X,X,,X,X,X,X,X,X
Montgomery_Indiana_UnitedStates,Montgomery,Indiana,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
Morgan_Indiana_UnitedStates,Morgan,Indiana,United States,X,X,,X,X,X,X,X,,X,X,X,X,X,X
Newton_Indiana_UnitedStates,Newton,Indiana,United States,X,X,,X,X,X,X,X,,,X,,X,X,X
Noble_Indiana_UnitedStates,Noble,Indiana,United States,X,X,,X,X,X,X,X,,X,X,,X,X,X
