COUNTY_NAME,STATE_NAME,FIPS,county_pop2018_18 and older,anycondition_number,Obesity_number,Heart disease_number,COPD_number,diabetes_number,CKD_number,proportionAnyCondition,proportionObese,proportionHeartDisease,proportionCOPD,proportionDiabetes,proportionCKD
Marlboro,South Carolina,45069,21141,11389,9154,2041,2318,3953,932,0.538716239,0.432997493,0.096542264,0.109644766,0.18698264,0.044084953
Newberry,South Carolina,45071,30116,15366,11294,2670,2809,4738,1150,0.510227122,0.375016602,0.088657192,0.093272679,0.15732501,0.038185682
Oconee,South Carolina,45073,62759,31148,20836,5793,6132,8681,2306,0.496311286,0.332000191,0.092305486,0.097707102,0.13832279,0.036743734
Orangeburg,South Carolina,45075,67890,36586,28514,5829,6282,11961,2955,0.538901164,0.420002946,0.085859479,0.092532037,0.176182059,0.043526293
Pickens,South Carolina,45077,101225,40363,29355,7216,7941,11065,2995,0.398745369,0.28999753,0.071286737,0.078449,0.109310941,0.029587552
Richland,South Carolina,45079,325946,138891,118318,18763,18970,35795,9167,0.426116596,0.362998779,0.05756475,0.058199825,0.109818804,0.028124291
Saluda,South Carolina,45081,16094,7843,6116,1498,1576,2527,629,0.487324469,0.380017398,0.093078166,0.097924692,0.157015037,0.039082888
Spartanburg,South Carolina,45083,241387,104525,86417,17184,19357,30940,7706,0.433018348,0.358001881,0.071188589,0.080190731,0.128175917,0.03192384
Sumter,South Carolina,45085,81158,40635,31733,6410,6894,12023,3029,0.500690012,0.391002735,0.078981739,0.084945415,0.148143128,0.03732226
Union,South Carolina,45087,21594,11821,8897,2005,2238,3505,863,0.54742058,0.412012596,0.092849866,0.1036399,0.162313606,0.039964805
Williamsburg,South Carolina,45089,24266,14120,11211,2314,2422,4949,1123,0.581884118,0.462004451,0.095359763,0.099810434,0.203947911,0.046278744
York,South Carolina,45091,207623,87564,68516,13022,14222,22562,5835,0.421745182,0.330001975,0.062719448,0.068499155,0.108668115,0.028103823
Aurora,South Dakota,46003,2106,850,640,165,128,216,64,0.403608737,0.303893637,0.078347578,0.060778727,0.102564103,0.030389364
Beadle,South Dakota,46005,13675,5198,4321,1115,924,1543,447,0.380109689,0.315978062,0.081535649,0.067568556,0.112833638,0.032687386
Bennett,South Dakota,46007,2293,1164,878,233,217,348,96,0.507631923,0.382904492,0.101613607,0.094635848,0.151766245,0.04186655
Bon Homme,South Dakota,46009,5562,2322,1763,474,371,610,181,0.417475728,0.316972312,0.085221143,0.066702625,0.10967278,0.032542251
Brookings,South Dakota,46011,28009,9170,8151,1321,1169,1890,611,0.327394766,0.291013603,0.047163412,0.041736585,0.067478311,0.021814417
Brown,South Dakota,46013,29900,13484,11212,2157,1699,3076,875,0.4509699,0.374983278,0.072140468,0.056822742,0.102876254,0.029264214
Brule,South Dakota,46015,3864,1769,1364,339,278,450,134,0.457815735,0.35300207,0.087732919,0.07194617,0.116459627,0.034679089
Buffalo,South Dakota,46017,1234,742,563,134,140,223,57,0.601296596,0.45623987,0.108589951,0.113452188,0.180713128,0.046191248
Butte,South Dakota,46019,7746,3539,2649,703,587,939,270,0.456880971,0.341982959,0.090756519,0.075781048,0.121223857,0.0348567
Campbell,South Dakota,46021,1158,477,352,108,77,132,41,0.411917098,0.303972366,0.093264249,0.066493955,0.113989637,0.035405872
Charles Mix,South Dakota,46023,6563,3128,2350,665,555,909,260,0.476611306,0.358067957,0.101325613,0.084564986,0.138503733,0.039616029
Clark,South Dakota,46025,2773,1192,901,246,200,319,95,0.429859358,0.32491886,0.088712586,0.072124053,0.115037865,0.034258925
Clay,South Dakota,46027,11585,4233,3441,595,512,860,263,0.365386275,0.297022011,0.051359517,0.04419508,0.074233923,0.02270177
Codington,South Dakota,46029,21291,9084,7473,1618,1292,2160,635,0.426659152,0.350993377,0.075994552,0.060682918,0.101451317,0.029824809
Corson,South Dakota,46031,2627,1565,1229,317,296,484,128,0.595736582,0.467834031,0.120669966,0.112676056,0.184240579,0.048724781
Custer,South Dakota,46033,7383,3292,2444,708,528,928,270,0.445889205,0.331030746,0.095895977,0.071515644,0.125694162,0.0365705
Davison,South Dakota,46035,15251,6149,4804,1153,921,1529,464,0.403186676,0.314995738,0.0756016,0.060389483,0.100255721,0.030424234
Day,South Dakota,46037,4264,1989,1535,443,344,563,167,0.466463415,0.359990619,0.103893058,0.080675422,0.132035647,0.039165103
Deuel,South Dakota,46039,3305,1353,1087,270,213,352,106,0.409379728,0.328895613,0.081694402,0.064447806,0.106505295,0.032072617
Dewey,South Dakota,46041,3667,1989,1621,364,340,595,154,0.542405236,0.442050723,0.099263703,0.092718844,0.162257977,0.041996182
Douglas,South Dakota,46043,2180,925,665,194,148,245,74,0.424311927,0.305045872,0.088990826,0.067889908,0.112385321,0.033944954
Edmunds,South Dakota,46045,2949,1154,932,240,187,307,93,0.391319091,0.316039335,0.08138352,0.063411326,0.104103086,0.031536114
Fall River,South Dakota,46047,5603,2683,2000,573,440,774,220,0.478850616,0.356951633,0.102266643,0.078529359,0.138140282,0.03926468
Faulk,South Dakota,46049,1740,743,562,158,114,193,60,0.427011494,0.322988506,0.090804598,0.065517241,0.11091954,0.034482759
Grant,South Dakota,46051,5538,2143,1578,442,350,589,171,0.386962802,0.284940412,0.079812207,0.063199711,0.106356085,0.030877573
Gregory,South Dakota,46053,3220,1488,1066,328,253,414,125,0.462111801,0.331055901,0.101863354,0.078571429,0.128571429,0.038819876
Haakon,South Dakota,46055,1469,705,517,157,124,193,58,0.479918312,0.351940095,0.106875425,0.084411164,0.131381892,0.039482641
Hamlin,South Dakota,46057,4187,1763,1407,295,242,405,118,0.421065202,0.336040124,0.070456174,0.057797946,0.096727968,0.02818247
Hand,South Dakota,46059,2547,1087,812,225,164,278,87,0.4267766,0.318806439,0.088339223,0.064389478,0.109148017,0.034157833
Hanson,South Dakota,46061,2344,938,736,152,131,217,62,0.400170648,0.313993174,0.064846416,0.055887372,0.092576792,0.026450512
Harding,South Dakota,46063,959,395,319,73,59,98,29,0.411887383,0.332638165,0.076120959,0.061522419,0.102189781,0.030239833
Hughes,South Dakota,46065,13399,5233,4234,947,747,1325,386,0.390551534,0.315993731,0.070676916,0.055750429,0.098887977,0.02880812
Hutchinson,South Dakota,46067,5500,2303,1694,485,373,598,187,0.418727273,0.308,0.088181818,0.067818182,0.108727273,0.034
Hyde,South Dakota,46069,1017,449,323,97,70,120,36,0.441494592,0.317600787,0.095378564,0.068829892,0.1179941,0.03539823
Jackson,South Dakota,46071,2202,1107,870,256,236,373,105,0.502724796,0.395095368,0.116257947,0.107175295,0.169391462,0.047683924
Jerauld,South Dakota,46073,1563,675,489,142,109,181,55,0.431861804,0.312859885,0.090850928,0.069737684,0.115802943,0.03518874
Jones,South Dakota,46075,722,305,232,62,48,82,24,0.422437673,0.32132964,0.085872576,0.066481994,0.113573407,0.033240997
Kingsbury,South Dakota,46077,3792,1619,1225,324,244,418,123,0.426951477,0.323048523,0.085443038,0.064345992,0.110232068,0.032436709
Lake,South Dakota,46079,10430,4315,3369,822,644,1115,325,0.413710451,0.323010547,0.078811122,0.061744966,0.106903164,0.031160115
Lawrence,South Dakota,46081,21141,8159,6173,1573,1227,1997,627,0.385932548,0.291991864,0.074405184,0.058038882,0.094461,0.029658011
Lincoln,South Dakota,46083,42342,16407,12957,2222,1769,3327,939,0.387487601,0.306008219,0.052477446,0.041778848,0.078574465,0.022176562
Lyman,South Dakota,46085,2698,1355,1028,258,220,372,101,0.50222387,0.38102298,0.09562639,0.081541883,0.137879911,0.037435137
McCook,South Dakota,46087,4019,1643,1310,312,253,415,124,0.408808161,0.325951729,0.077631252,0.062950983,0.103259517,0.030853446
McPherson,South Dakota,46089,1815,813,575,197,147,236,73,0.447933884,0.316804408,0.108539945,0.080991736,0.130027548,0.040220386
Marshall,South Dakota,46091,3921,1607,1251,303,236,409,120,0.409844427,0.319051262,0.077276205,0.060188727,0.104310125,0.030604438
Meade,South Dakota,46093,21831,7945,6265,1348,1176,1865,567,0.363932023,0.286977234,0.061747057,0.053868352,0.085428977,0.025972241
Mellette,South Dakota,46095,1415,849,647,181,169,257,73,0.6,0.457243816,0.127915194,0.119434629,0.181625442,0.051590106
Miner,South Dakota,46097,1689,721,551,147,114,191,57,0.426879811,0.326228538,0.087033748,0.06749556,0.113084665,0.03374778
Minnehaha,South Dakota,46099,143825,54357,44442,8689,7047,12592,3587,0.377938467,0.309000521,0.060413697,0.048997045,0.087550843,0.024940031
Moody,South Dakota,46101,4865,2166,1712,410,330,562,163,0.445220966,0.351901336,0.084275437,0.067831449,0.115519013,0.033504625
Oglala Lakota,South Dakota,46102,8985,4867,3684,979,1034,1607,434,0.541680579,0.410016694,0.108959377,0.11508069,0.178853645,0.048302727
Pennington,South Dakota,46103,86126,35239,25924,6372,5206,8907,2586,0.409156352,0.301000859,0.073984627,0.060446323,0.103418248,0.030025776
Perkins,South Dakota,46105,2317,1025,714,220,163,276,83,0.442382391,0.3081571,0.094950367,0.07034959,0.119119551,0.035822184
Potter,South Dakota,46107,1728,732,534,160,117,201,61,0.423611111,0.309027778,0.092592593,0.067708333,0.116319444,0.035300926
Roberts,South Dakota,46109,7458,3462,2677,758,627,1059,298,0.464199517,0.358943416,0.101635827,0.084070796,0.141995173,0.039957093
Sanborn,South Dakota,46111,1815,751,577,146,117,196,57,0.413774105,0.317906336,0.080440771,0.06446281,0.107988981,0.031404959
Spink,South Dakota,46115,5002,2153,1586,401,319,514,157,0.430427829,0.317073171,0.080167933,0.06377449,0.102758896,0.031387445
Stanley,South Dakota,46117,2291,876,701,160,121,214,64,0.382365779,0.305979921,0.069838498,0.052815364,0.093408992,0.027935399
Sully,South Dakota,46119,1100,463,352,93,67,121,36,0.420909091,0.32,0.084545455,0.060909091,0.11,0.032727273
Todd,South Dakota,46121,5965,3240,2464,678,704,1120,296,0.543168483,0.413076278,0.113663034,0.118021794,0.187761945,0.0496228
Tripp,South Dakota,46123,4214,1872,1378,410,328,535,159,0.444233507,0.327005221,0.097294732,0.077835785,0.12695776,0.037731372
Turner,South Dakota,46125,6370,2793,2134,508,398,680,202,0.438461538,0.335007849,0.079748823,0.062480377,0.106750392,0.031711146
Union,South Dakota,46127,11840,4693,3718,805,639,1111,328,0.396368243,0.31402027,0.067989865,0.053969595,0.093834459,0.027702703
Walworth,South Dakota,46129,4263,1929,1326,376,287,490,145,0.452498241,0.311048557,0.088200798,0.067323481,0.114942529,0.034013605
Yankton,South Dakota,46135,18009,7723,6051,1390,1122,1870,559,0.428841135,0.335998667,0.07718363,0.062302182,0.10383697,0.031040036
Ziebach,South Dakota,46137,1968,1077,901,209,207,359,89,0.547256098,0.457825203,0.106199187,0.105182927,0.182418699,0.045223577
Anderson,Tennessee,47001,60404,27933,20960,5561,6489,8271,2078,0.462436262,0.346996888,0.09206344,0.10742666,0.136928018,0.034401695
Bedford,Tennessee,47003,36583,18324,13645,3158,3966,4957,1213,0.500888391,0.372987453,0.086324249,0.108411011,0.135500096,0.033157478
Benton,Tennessee,47005,12942,7150,4801,1562,1870,2205,551,0.552464843,0.370962757,0.12069232,0.144490805,0.170375522,0.042574563
Bledsoe,Tennessee,47007,12504,6790,4977,1293,1576,1877,454,0.543026232,0.39803263,0.10340691,0.126039667,0.150111964,0.036308381
Blount,Tennessee,47009,104790,51164,38982,9041,10575,13065,3383,0.488252696,0.372001145,0.086277317,0.100916118,0.124677927,0.032283615
Bradley,Tennessee,47011,83485,42295,29554,7180,8594,11034,2704,0.506617955,0.354003713,0.086003474,0.102940648,0.132167455,0.032389052
Campbell,Tennessee,47013,31434,17046,12008,3495,4389,4953,1230,0.542279061,0.382006744,0.111185341,0.139625883,0.157568238,0.039129605
Cannon,Tennessee,47015,11364,5704,4182,1086,1350,1576,392,0.501935938,0.368004224,0.095564942,0.118796199,0.138683562,0.034494896
Carroll,Tennessee,47017,22034,11719,7844,2212,2638,3264,818,0.531859853,0.35599528,0.100390306,0.119724063,0.148134701,0.037124444
Carter,Tennessee,47019,46006,25250,16930,5124,6108,7251,1820,0.548841455,0.367995479,0.111376777,0.132765291,0.157609877,0.039560057
Cheatham,Tennessee,47021,31481,14308,10483,2467,3113,3748,929,0.454496363,0.332994505,0.078364728,0.098885042,0.119055939,0.029509863
Chester,Tennessee,47023,13462,6761,5183,1138,1378,1721,435,0.502228495,0.385009657,0.084534245,0.102362205,0.127841331,0.032313178
Claiborne,Tennessee,47025,25696,13404,9379,2632,3266,3858,950,0.521637609,0.364998443,0.102428394,0.127101494,0.1501401,0.036970735
Clay,Tennessee,47027,6160,3427,2347,807,950,1116,280,0.556331169,0.381006494,0.131006494,0.154220779,0.181168831,0.045454545
Cocke,Tennessee,47029,28499,15993,11257,3312,4152,4854,1178,0.561177585,0.394996316,0.116214604,0.145689322,0.170321766,0.041334784
Coffee,Tennessee,47031,42354,20626,14527,3779,4519,5630,1392,0.486990603,0.342990036,0.089224158,0.106695944,0.132927232,0.032865845
Crockett,Tennessee,47033,10953,6206,4556,1112,1340,1766,427,0.566602757,0.415959098,0.101524696,0.122340911,0.161234365,0.038984753
Cumberland,Tennessee,47035,49228,25459,17771,5862,6254,7845,2028,0.517165028,0.360993743,0.119078573,0.127041521,0.159360527,0.041196067
Davidson,Tennessee,47037,548560,205657,172796,33256,38870,58228,15193,0.374903383,0.314999271,0.06062418,0.070858247,0.106147003,0.02769615
Decatur,Tennessee,47039,9243,4913,3327,1053,1235,1502,375,0.53153738,0.359948069,0.113924051,0.133614627,0.162501352,0.040571243
DeKalb,Tennessee,47041,15787,8167,5652,1517,1856,2238,550,0.517324381,0.358016089,0.096091721,0.117565085,0.141762209,0.034838791
Dickson,Tennessee,47043,41105,19777,14551,3531,4422,5314,1316,0.481133682,0.353995864,0.085901958,0.107578154,0.129278677,0.03201557
Dyer,Tennessee,47045,28393,14540,10108,2698,3235,4170,1009,0.512098052,0.35600324,0.095023421,0.113936534,0.146867186,0.035536928
Fayette,Tennessee,47047,32812,17795,13256,3040,3374,5162,1188,0.542332074,0.403998537,0.092649031,0.102828234,0.157320493,0.036206266
Fentress,Tennessee,47049,14389,7779,5525,1709,2103,2380,601,0.540621308,0.383973869,0.118771284,0.146153312,0.165404128,0.041768017
Franklin,Tennessee,47051,33483,15141,10614,3080,3502,4427,1123,0.452199624,0.316996685,0.091986978,0.104590389,0.132216349,0.033539408
Gibson,Tennessee,47053,37118,20048,14736,3538,4154,5611,1356,0.540115308,0.397004149,0.095317636,0.111913357,0.15116655,0.036532141
Giles,Tennessee,47055,23260,11774,8188,2232,2668,3375,835,0.506190886,0.352020636,0.095958727,0.114703353,0.145098882,0.035898538
Grainger,Tennessee,47057,18441,9842,6897,1957,2444,2806,696,0.533702077,0.374003579,0.106122228,0.132530774,0.152160946,0.037741988
Greene,Tennessee,47059,55729,31390,20174,5871,7005,8605,2084,0.563261498,0.36200183,0.1053491,0.125697572,0.154407938,0.037395252
Grundy,Tennessee,47061,10469,5769,4041,1204,1519,1707,428,0.551055497,0.385996752,0.115006209,0.145095043,0.163052823,0.040882606
Hamblen,Tennessee,47063,49668,26600,18129,4888,5936,7211,1806,0.535556092,0.365003624,0.098413465,0.11951357,0.145184022,0.03636144
Hamilton,Tennessee,47065,288641,136261,104777,22389,25824,37343,9103,0.472077771,0.363001098,0.077566943,0.089467539,0.129375245,0.031537446
Hancock,Tennessee,47067,5187,2853,1971,610,767,857,214,0.550028918,0.379988433,0.117601697,0.147869674,0.165220744,0.041256989
Hardeman,Tennessee,47069,20281,11830,8721,2064,2473,3641,825,0.583304571,0.430008382,0.10177013,0.121936788,0.179527637,0.040678468
Hardin,Tennessee,47071,20477,11021,7884,2278,2698,3247,810,0.538213606,0.385017337,0.111246765,0.131757582,0.15856815,0.039556576
Hawkins,Tennessee,47073,45290,21840,15308,4708,5757,6735,1688,0.482225657,0.337999558,0.103952307,0.127114153,0.148708324,0.037270921
Haywood,Tennessee,47075,13480,7832,5689,1342,1593,2560,569,0.581008902,0.422032641,0.099554896,0.118175074,0.189910979,0.042210682
Henderson,Tennessee,47077,21503,12028,8644,2136,2649,3255,796,0.55936381,0.40199042,0.099334977,0.123192113,0.151374227,0.03701809
Henry,Tennessee,47079,25720,12813,9362,2820,3272,4114,1022,0.498172628,0.36399689,0.109642302,0.127216174,0.159953344,0.039735614
Hickman,Tennessee,47081,19859,10959,8102,1884,2337,2786,673,0.551840475,0.407976232,0.094868825,0.117679641,0.140289038,0.033888917
Houston,Tennessee,47083,6461,3174,2255,672,829,964,241,0.491255224,0.34901718,0.104008667,0.128308311,0.14920291,0.037300727
Humphreys,Tennessee,47085,14507,7444,5092,1444,1734,2068,518,0.513131592,0.351002964,0.099538154,0.119528503,0.142551872,0.0357069
Jackson,Tennessee,47087,9643,5104,3616,1106,1344,1545,385,0.529295862,0.374987037,0.114694597,0.139375713,0.160219849,0.039925334
Jefferson,Tennessee,47089,43394,23374,17054,4118,4957,6128,1500,0.538645896,0.393003641,0.094897912,0.114232382,0.14121768,0.034566991
Johnson,Tennessee,47091,14802,7798,5654,1692,2036,2338,598,0.5268207,0.381975409,0.114308877,0.13754898,0.157951628,0.040399946
Knox,Tennessee,47093,367698,150074,110677,26639,30479,42410,10606,0.408144727,0.300999733,0.072448042,0.082891395,0.115339219,0.028844323
Lake,Tennessee,47095,6361,3592,2614,611,762,985,232,0.564691086,0.410941676,0.09605408,0.119792485,0.154849866,0.036472253
Lauderdale,Tennessee,47097,19998,11972,8759,1954,2480,3410,779,0.598659866,0.437993799,0.097709771,0.124012401,0.170517052,0.038953895
Lawrence,Tennessee,47099,32802,17760,12793,3330,4062,4742,1179,0.541430401,0.390006707,0.1015182,0.123833913,0.144564356,0.03594293
Lewis,Tennessee,47101,9484,5181,3661,1013,1224,1468,364,0.546288486,0.386018558,0.106811472,0.129059469,0.15478701,0.03838043
Lincoln,Tennessee,47103,26577,12763,9382,2607,3104,3815,965,0.480227264,0.353012003,0.098092335,0.116792716,0.143545171,0.036309591
Loudon,Tennessee,47105,42759,20851,13255,4283,4697,6181,1541,0.487640029,0.309993218,0.100166047,0.109848219,0.144554363,0.036039196
McMinn,Tennessee,47107,41979,21555,14777,4197,5010,6339,1536,0.513471021,0.352009338,0.099978561,0.119345387,0.151004073,0.036589723
McNairy,Tennessee,47109,20196,11414,7957,2254,2734,3242,803,0.565161418,0.393988909,0.111606259,0.135373341,0.160526837,0.039760349
Macon,Tennessee,47111,18278,9528,6726,1750,2284,2570,630,0.521282416,0.367983368,0.095743517,0.124958967,0.140606193,0.034467666
Madison,Tennessee,47113,75733,39835,29612,6579,7220,11365,2672,0.525992632,0.391005242,0.086870981,0.095334927,0.150066682,0.035281845
Marion,Tennessee,47115,22562,11877,8619,2250,2752,3293,814,0.526416098,0.382014006,0.099725202,0.121975002,0.145953373,0.036078362
Marshall,Tennessee,47117,25784,13531,10288,2192,2765,3491,836,0.524782811,0.399007136,0.085013962,0.107237046,0.135394043,0.032423208
Maury,Tennessee,47119,72246,33428,24491,5596,6690,9262,2208,0.462696897,0.338994546,0.077457576,0.092600282,0.128200869,0.030562246
Meigs,Tennessee,47121,9794,5062,3614,1009,1218,1471,356,0.516847049,0.369001429,0.103022259,0.124361854,0.150193996,0.036348785
Monroe,Tennessee,47123,36589,20082,14270,4000,4873,5697,1429,0.548853481,0.390007926,0.109322474,0.133182104,0.155702534,0.039055454
Montgomery,Tennessee,47125,150965,68403,55253,8384,10643,16257,3714,0.453105024,0.365998741,0.055536051,0.070499785,0.107687212,0.024601729
Moore,Tennessee,47127,5197,2564,1840,503,581,724,183,0.493361555,0.354050414,0.096786608,0.111795266,0.139311141,0.035212623
Morgan,Tennessee,47129,17438,9405,6557,1829,2317,2655,644,0.539339374,0.376017892,0.104885881,0.132870742,0.152253699,0.036930841
Obion,Tennessee,47131,23707,12664,8819,2491,3033,3804,919,0.534188214,0.371999831,0.105074451,0.127936896,0.160458936,0.038764922
Overton,Tennessee,47133,17405,9034,6388,1860,2266,2594,655,0.519046251,0.367020971,0.106865843,0.130192473,0.149037633,0.037632864
Perry,Tennessee,47135,6280,3470,2437,762,928,1071,269,0.552547771,0.388057325,0.12133758,0.147770701,0.170541401,0.042834395
Pickett,Tennessee,47137,4181,2233,1488,526,613,704,180,0.534082755,0.355895719,0.125807223,0.146615642,0.16838077,0.043051901
Polk,Tennessee,47139,13592,7621,5233,1448,1768,2055,511,0.560697469,0.385005886,0.106533255,0.130076516,0.151191878,0.037595644
Putnam,Tennessee,47141,62388,27636,19278,5182,6271,7459,1953,0.442969802,0.309001731,0.083060845,0.100516125,0.119558248,0.031304097
Rhea,Tennessee,47143,25547,13915,9887,2633,3221,3835,940,0.54468235,0.387012174,0.103064939,0.12608134,0.150115473,0.036794927
Roane,Tennessee,47145,43159,21647,14976,4305,4943,6126,1556,0.501563984,0.346995992,0.099747445,0.114529994,0.141940267,0.036052735
Robertson,Tennessee,47147,54065,26771,20112,4211,5159,6683,1612,0.495163229,0.371996671,0.077887728,0.095422177,0.123610469,0.029815962
Rutherford,Tennessee,47149,244790,109104,84208,14102,17935,25187,6007,0.445704481,0.34400098,0.057608562,0.073266882,0.102892275,0.024539401
Scott,Tennessee,47151,16682,9034,6156,1693,2214,2479,605,0.541541782,0.369020501,0.101486632,0.1327179,0.148603285,0.036266635
Sequatchie,Tennessee,47153,11775,5737,3898,1167,1409,1667,419,0.487218684,0.33104034,0.09910828,0.119660297,0.141571125,0.035583864
Sevier,Tennessee,47155,77719,39579,28601,7364,8880,11033,2713,0.50925771,0.36800525,0.094751605,0.114257775,0.141960138,0.034907809
Shelby,Tennessee,47157,703043,313134,238332,50635,60056,102346,23966,0.445398077,0.339000602,0.072022622,0.08542294,0.145575733,0.034088953
Smith,Tennessee,47159,15419,7909,5798,1420,1781,2096,514,0.512938582,0.376029574,0.09209417,0.115506842,0.135936183,0.033335495
Stewart,Tennessee,47161,10725,5242,3732,1039,1243,1514,374,0.488764569,0.347972028,0.096876457,0.115897436,0.141165501,0.034871795
Sullivan,Tennessee,47163,127306,61499,43793,12302,14645,17756,4554,0.483080138,0.343997926,0.096633309,0.115037783,0.139474966,0.035772077
Sumner,Tennessee,47165,143227,62241,44687,10739,12518,16528,4124,0.434561919,0.312001229,0.07497888,0.087399722,0.115397237,0.028793454
Tipton,Tennessee,47167,46419,23366,16757,3679,4514,5989,1453,0.503371464,0.36099442,0.079256339,0.097244663,0.129020444,0.031301838
Trousdale,Tennessee,47169,9073,4394,3284,667,872,1069,259,0.484294059,0.361953048,0.073514824,0.096109335,0.11782211,0.028546236
Unicoi,Tennessee,47171,14451,7611,5072,1625,1879,2260,569,0.526676355,0.350979171,0.112448965,0.130025604,0.156390561,0.039374438
Union,Tennessee,47173,15415,8132,5858,1655,2140,2385,584,0.527538112,0.380019462,0.107362958,0.138825819,0.154719429,0.037885177
Van Buren,Tennessee,47175,4655,2573,1825,562,690,796,195,0.55273899,0.392051557,0.120730397,0.148227712,0.170998926,0.04189044
Warren,Tennessee,47177,31296,16595,11047,3235,4040,4797,1181,0.530259458,0.352984407,0.103367843,0.12908998,0.153278374,0.037736452
Washington,Tennessee,47179,104120,43675,32590,8520,9865,12717,3218,0.419467922,0.313004226,0.081828659,0.094746446,0.122137918,0.030906646
Wayne,Tennessee,47181,13747,7147,5183,1370,1663,1985,491,0.51989525,0.377027715,0.099658107,0.120971848,0.144395141,0.035716884
Weakley,Tennessee,47183,26973,14271,10196,2454,2912,3581,917,0.52908464,0.378007637,0.090979869,0.107959812,0.132762392,0.03399696
White,Tennessee,47185,21176,11477,8343,2243,2747,3186,807,0.541981488,0.393983755,0.105921798,0.129722327,0.150453343,0.03810918
Williamson,Tennessee,47187,168641,60467,45196,9401,9990,15171,3951,0.358554563,0.268001257,0.055745637,0.059238264,0.08996033,0.023428466
Wilson,Tennessee,47189,107293,43770,32832,7415,8715,11832,2969,0.407948328,0.306003188,0.069109821,0.081226175,0.110277465,0.027671889
Anderson,Texas,48001,46952,24078,19767,3964,4027,6495,1584,0.512821605,0.42100443,0.084426648,0.085768444,0.138332765,0.033736582
Andrews,Texas,48003,12559,5867,4534,805,806,1498,356,0.467155028,0.361016004,0.06409746,0.064177084,0.119277013,0.028346206
Angelina,Texas,48005,64812,34525,24693,5896,5901,9428,2328,0.532694563,0.38099426,0.090970808,0.091047954,0.145466889,0.035919274
Aransas,Texas,48007,19620,10102,7083,2351,2113,3376,880,0.514882773,0.361009174,0.119826707,0.107696228,0.172069317,0.044852192
Archer,Texas,48009,6899,3131,2373,587,572,846,225,0.453833889,0.343962893,0.085084795,0.082910567,0.122626468,0.032613422
Armstrong,Texas,48011,1455,659,473,127,118,180,48,0.452920962,0.325085911,0.087285223,0.081099656,0.12371134,0.032989691
Atascosa,Texas,48013,36585,17891,14195,2814,2568,5316,1249,0.489025557,0.388000547,0.076916769,0.070192702,0.145305453,0.034139675
Austin,Texas,48015,22860,10132,8138,1904,1827,3028,771,0.443219598,0.355993001,0.083289589,0.07992126,0.132458443,0.033727034
Bailey,Texas,48017,4821,2359,1798,406,370,708,172,0.489317569,0.37295167,0.084214893,0.076747563,0.146857498,0.035677245
Bandera,Texas,48019,19012,9348,6540,1893,1738,2853,720,0.491689459,0.343993267,0.099568693,0.091415948,0.150063118,0.037870818
Bastrop,Texas,48021,64859,34606,26203,5150,5090,8714,2104,0.533557409,0.403999445,0.079403013,0.078477929,0.134352981,0.0324396
Baylor,Texas,48023,2758,1287,949,264,245,374,102,0.466642495,0.34408992,0.095721537,0.088832487,0.135605511,0.036983321
Bee,Texas,48025,25724,13037,10238,1963,1854,3690,864,0.506802986,0.397994091,0.076310061,0.072072773,0.143445809,0.033587311
Bell,Texas,48027,257125,105279,87680,15353,15485,28576,7075,0.409446767,0.341001458,0.059710258,0.060223627,0.111136607,0.0275158
Bexar,Texas,48029,1478380,696450,557349,97014,84995,198276,45733,0.471089977,0.376999824,0.065621829,0.057491984,0.134117074,0.030934536
Blanco,Texas,48031,9567,4572,3243,876,802,1335,338,0.477892756,0.338977736,0.091564754,0.083829832,0.139542176,0.035329779
Borden,Texas,48033,517,228,166,43,35,61,17,0.441005803,0.321083172,0.083172147,0.067698259,0.117988395,0.032882012
Bosque,Texas,48035,14658,7171,5101,1512,1435,2154,566,0.489220903,0.348001092,0.103151862,0.097898758,0.146950471,0.038613726
Bowie,Texas,48037,71932,36179,28413,5952,6027,9879,2465,0.50296113,0.394998054,0.082744815,0.083787466,0.137338041,0.034268476
Brazoria,Texas,48039,272255,119229,97195,16223,15412,31365,7276,0.437931351,0.356999871,0.059587519,0.056608694,0.115204496,0.026724945
Brazos,Texas,48041,180073,64988,55102,9212,9493,16030,4282,0.36089808,0.305998123,0.051157031,0.052717509,0.089019453,0.023779245
Brewster,Texas,48043,7523,3547,2686,662,550,1074,274,0.471487439,0.357038416,0.08799681,0.073109132,0.142762196,0.03642164
Briscoe,Texas,48045,1232,642,462,136,121,196,52,0.521103896,0.375,0.11038961,0.098214286,0.159090909,0.042207792
Brooks,Texas,48047,5101,2867,2204,538,413,1080,254,0.562046658,0.432072143,0.105469516,0.080964517,0.211723192,0.049794158
Brown,Texas,48049,29524,14261,10688,2631,2554,3997,1028,0.483030755,0.362010568,0.089113941,0.086505894,0.135381385,0.03481913
Burleson,Texas,48051,14310,7277,5495,1310,1268,2063,515,0.508525507,0.383997205,0.091544375,0.088609364,0.14416492,0.035988819
Burnet,Texas,48053,37371,17381,12744,3325,3129,4898,1286,0.465093254,0.341013085,0.088972733,0.083728024,0.131064194,0.03441171
Caldwell,Texas,48055,32944,16400,12453,2579,2524,4810,1123,0.497814473,0.3780051,0.078284361,0.076614862,0.146005342,0.03408815
Calhoun,Texas,48057,16344,7841,5949,1417,1267,2426,576,0.47974792,0.363986784,0.086698483,0.077520803,0.148433676,0.035242291
